Namn;pgkod;persnr;Namn;meritp;Namn ;Kurskod;HP;Obligatorisk;betyg
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Surveymetodik med uppsats;HSTB21;10;1;VG
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;1564475081;Giavani Ronald;12.87;Linjär algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;8826806325;Lawton Lafontaine;7.04;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;9394273579;Dwight Bhatti;19.10;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Data Mining;HSTC22;5;0;VG
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;7149263139;Burnard Tharrington;13.32;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;2839427394;Warden Reuben;9.20;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;7431766414;Tris Mayr-Stein;14.39;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Data Mining;HSTC22;5;0;VG
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Envariabelanalys för statistiker;HMAA54;10;1;VG
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;6548453811;Richart Blenk;20.00;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;5136411792;Marlon Taheri;20.00;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Grunder i statistisk metodik;HSTA76;10;1;VG
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Sambandsmodeller;HSTB20;10;1;VG
Statistik och dataanalys;LIU50007;8782333176;Krisha Cprs;20.00;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;6043927459;Delmore Cheeseman;19.94;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Programmering 1;HIBA20;5;1;VG
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Envariabelanalys för statistiker;HMAA54;10;1;VG
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Vetenskapsfilosofi;HVTA52;5;0;VG
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;9225288965;Tabby Mihara;17.66;Linjär algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;4050791385;Devland Willcox;17.85;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Envariabelanalys för statistiker;HMAA54;10;1;VG
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Statistisk analys av samhällsdata;HSTA21;10;1;VG
Statistik och dataanalys;LIU50007;3431390911;Emory Serre;15.25;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;3380302402;Brody Hempstead;13.09;Linjär algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Envariabelanalys för statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Statistisk analys av samhällsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;6491572458;Alfons Francois;13.77;Linjär algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Envariabelanalys för statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Statistisk analys av samhällsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;7320503157;Traver Capes;15.15;Linjär algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;9577120302;Marcellus Denike;15.53;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;9577120302;Marcellus Denike;15.53;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;9577120302;Marcellus Denike;15.53;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;9577120302;Marcellus Denike;15.53;Vetenskapsfilosofi;HVTA52;5;0;G
